original_title,vote_average,release_year,original_language
Billy Elliot,7.4,2000.0,en
The Way Way Back,7.1,2013.0,en
House Party 2,4.7,1991.0,en
The Man from Snowy River,6.8,1982.0,en
Doug's 1st Movie,5.4,1999.0,en
The Apostle,6.1,1997.0,en
Mommie Dearest,6.5,1981.0,en
Our Idiot Brother,5.9,2011.0,en
Race,7.1,2016.0,en
The Players Club,6.4,1998.0,en
"As Above, So Below",6.1,2014.0,en
Addicted,5.4,2014.0,en
Eve's Bayou,6.1,1997.0,en
Still Alice,7.5,2014.0,en
The Egyptian,6.0,1954.0,en
Nighthawks,6.4,1981.0,en
Friday the 13th Part VIII: Jason Takes Manhattan,4.8,1989.0,en
My Big Fat Greek Wedding,6.2,2002.0,en
Spring Breakers,5.0,2013.0,en
Halloween: The Curse of Michael Myers,5.0,1995.0,en
Y tu mamá también,7.3,2001.0,es
Shaun of the Dead,7.5,2004.0,en
The Haunting of Molly Hartley,4.3,2008.0,en
Lone Star,6.9,1996.0,en
Halloween 4: The Return of Michael Myers,5.9,1988.0,en
April Fool's Day,5.8,1986.0,en
Diner,6.9,1982.0,en
Lone Wolf McQuade,5.5,1983.0,en
Apollo 18,5.0,2011.0,en
Sunshine Cleaning,6.5,2008.0,en
No Escape,6.7,2015.0,en
The Beastmaster,6.0,1982.0,en
Solomon and Sheba,5.4,1959.0,en
Fifty Shades of Black,4.3,2016.0,en
Not Easily Broken,6.3,2009.0,en
A Farewell to Arms,6.2,1932.0,en
The Perfect Match,5.2,2016.0,en
Digimon: The Movie,6.2,2000.0,en
Saved!,6.3,2004.0,en
Les Invasions barbares,6.7,2003.0,fr
Robin and Marian,6.6,1976.0,en
The Forsaken,4.9,2001.0,en
Force 10 from Navarone,6.4,1978.0,en
UHF,6.7,1989.0,en
Grandma's Boy,6.6,2006.0,en
Slums of Beverly Hills,6.5,1998.0,en
C'era una volta il West,8.1,1968.0,it
Made,6.3,2001.0,en
Moon,7.6,2009.0,en
Keeping Up with the Steins,5.2,2006.0,en
Sea Rex 3D: Journey to a Prehistoric World,5.9,2010.0,en
The Sweet Hereafter,6.8,1997.0,en
Des hommes et des dieux,6.5,2010.0,fr
Bottle Shock,6.6,2008.0,en
Jekyll and Hyde ... Together Again,4.6,1982.0,en
Heavenly Creatures,7.0,1994.0,en
90 Minutes in Heaven,5.4,2015.0,en
Everything Must Go,6.0,2010.0,en
Zero Effect,6.0,1998.0,en
The Machinist,7.3,2004.0,en
Light Sleeper,5.7,1992.0,en
Kill the Messenger,6.6,2014.0,en
Rabbit Hole,6.9,2010.0,en
Party Monster,5.9,2003.0,en
Green Room,6.7,2016.0,en
The Oh in Ohio,5.8,2006.0,en
Atlas Shrugged Part III: Who is John Galt?,3.9,2014.0,en
Bottle Rocket,6.8,1996.0,en
Albino Alligator,5.6,1996.0,en
"Gandhi, My Father",6.0,2007.0,hi
Standard Operating Procedure,6.6,2008.0,en
Out of the Blue,6.5,1980.0,en
Tucker and Dale vs Evil,7.3,2010.0,en
"Lovely, Still",6.2,2008.0,en
Tycoon,6.6,1947.0,en
Desert Blue,5.5,1999.0,en
Decoys,4.7,2004.0,en
The Visit,6.0,2015.0,en
Redacted,6.2,2007.0,en
Fascination,3.8,2004.0,de
Area 51,4.2,2015.0,en
Mientras duermes,7.0,2011.0,es
The Cottage,6.3,2008.0,en
Dead Like Me: Life After Death,5.8,2009.0,en
Farce of the Penguins,3.2,2006.0,en
Flying By,7.0,2009.0,en
Rudderless,7.4,2014.0,en
Henry & Me,3.0,2014.0,en
Christmas Eve,6.1,2015.0,en
We Have Your Husband,5.0,2011.0,en
Dying of the Light,4.5,2014.0,en
Born Of War,4.1,2013.0,en
Capricorn One,6.4,1977.0,en
Should've Been Romeo,0.0,2012.0,en
Running Forever,0.0,2015.0,en
Yoga Hosers,4.7,2016.0,en
Navy Seals vs. Zombies,3.5,2015.0,en
Obsluhoval jsem anglického krále,7.0,2006.0,cs
Soul Kitchen,7.1,2009.0,de
Sling Blade,7.4,1996.0,en
The Awakening,6.3,2011.0,en
Hostel,5.7,2005.0,en
A Cock and Bull Story,6.2,2005.0,en
Take Shelter,7.1,2011.0,en
Lady in White,6.3,1988.0,en
Driving Lessons,6.3,2006.0,en
Let's Kill Ward's Wife,5.5,2014.0,en
The Texas Chainsaw Massacre 2,5.9,1986.0,en
Pat Garrett & Billy the Kid,7.2,1973.0,en
Only God Forgives,5.6,2013.0,en
Camping Sauvage,4.8,2005.0,fr
Without Men,4.6,2011.0,en
Dear Frankie,7.0,2004.0,en
All Hat,1.0,2007.0,en
Le Nom des gens,7.3,2010.0,fr
Treading Water,5.6,2013.0,en
Savage Grace,5.7,2007.0,en
Out of the Blue,5.9,2006.0,en
Police Academy,6.5,1984.0,en
The Blue Lagoon,5.8,1980.0,en
Four Weddings and a Funeral,6.6,1994.0,en
Fast Times at Ridgemont High,7.0,1982.0,en
Moby Dick,6.9,1956.0,en
25th Hour,7.2,2002.0,en
Bound,6.9,1996.0,en
Requiem for a Dream,7.9,2000.0,en
State Fair,6.2,1945.0,en
"Tango, no me dejes nunca",6.8,1998.0,es
Salvador,7.0,1986.0,en
Moms' Night Out,5.5,2014.0,en
Donnie Darko,7.7,2001.0,en
Salvando al Soldado Perez,6.1,2011.0,en
Karakter,7.7,1997.0,nl
Spun,6.6,2002.0,en
Life During Wartime,6.3,2009.0,en
친절한 금자씨,7.4,2005.0,ko
"Nannerl, la soeur de Mozart",6.2,2010.0,fr
Mean Machine,6.0,2001.0,en
放‧逐,7.0,2006.0,cn
Blackthorn,6.6,2011.0,en
Lilja 4-Ever,7.7,2002.0,sv
After.Life,5.4,2010.0,en
Fugly,5.3,2014.0,en
One Flew Over the Cuckoo's Nest,8.2,1975.0,en
R.L. Stine's Monsterville: The Cabinet of Souls,6.9,2015.0,en
Silent Movie,6.7,1976.0,en
Airlift,7.3,2016.0,hi
Anne of Green Gables,8.2,1985.0,en
Falcon Rising,5.5,2014.0,en
The Sweeney,5.7,2012.0,en
Sexy Beast,7.0,2000.0,en
Snabba Cash,6.5,2010.0,sv
Whale Rider,7.1,2003.0,en
Paa,6.6,2009.0,en
Cargo,5.9,2009.0,de
High School Musical,6.1,2006.0,en
Love and Death on Long Island,6.9,1997.0,en
Ночной дозор,6.3,2004.0,ru
The Crying Game,6.9,1992.0,en
Porky's,6.1,1981.0,en
Survival of the Dead,4.6,2010.0,en
Night of the Living Dead,7.5,1968.0,en
Lost in Translation,7.3,2003.0,en
Annie Hall,7.8,1977.0,en
The Greatest Show on Earth,6.6,1952.0,en
Monster's Ball,6.5,2001.0,en
Maggie,5.2,2015.0,en
Leaving Las Vegas,7.1,1995.0,en
Hansel and Gretel Get Baked,4.8,2013.0,en
The Front Page,6.9,1974.0,en
The Boy Next Door,4.1,2015.0,en
Trapeze,6.4,1956.0,en
The Kids Are All Right,6.5,2010.0,en
They Live,7.1,1988.0,en
The Great Escape,7.8,1963.0,en
What the #$*! Do We (K)now!?,5.8,2004.0,en
The Last Exorcism Part II,4.4,2013.0,en
Boyhood,7.5,2014.0,en
Scoop,6.4,2006.0,en
The Wash,5.3,2001.0,en
3 Strikes,5.9,2000.0,en
The Cooler,6.7,2003.0,en
The Misfits,6.8,1961.0,en
The Night Listener,5.5,2006.0,en
The Jerky Boys,4.8,1995.0,en
El orfanato,7.1,2007.0,es
A Haunted House 2,5.4,2014.0,en
The Rules of Attraction,6.3,2002.0,en
Topaz,6.1,1969.0,en
Let's Go to Prison,5.5,2006.0,en
Four Rooms,6.5,1995.0,en
Secretary,6.7,2002.0,en
The Real Cancun,3.3,2003.0,en
Talk Radio,6.7,1988.0,en
Waiting for Guffman,7.3,1996.0,en
Love Stinks,5.4,1999.0,en
You Kill Me,6.2,2007.0,en
Thumbsucker,6.1,2005.0,en
Red State,5.9,2011.0,en
Mirrormask,6.6,2005.0,en
Samsara,8.0,2011.0,en
The Barbarians,5.1,1987.0,en
The Art of Getting By,6.5,2011.0,en
Zipper,5.5,2015.0,en
Poolhall Junkies,6.5,2002.0,en
The Loss of Sexual Innocence,5.2,1999.0,en
Holy Motors,6.9,2012.0,en
Joe,6.5,2014.0,en
Shooting Fish,7.0,1997.0,en
Prison,6.7,1988.0,en
Psycho Beach Party,6.0,2000.0,en
The Big Tease,5.8,1999.0,en
"Guten Tag, Ramón",8.1,2013.0,en
Trust,6.6,2010.0,en
An Everlasting Piece,6.0,2000.0,en
Among Giants,4.5,1998.0,en
Adore,6.1,2013.0,en
The Velocity of Gary,4.2,1999.0,en
Los lunes al sol,7.1,2002.0,es
Stake Land,6.2,2010.0,en
The Last Time I Committed Suicide,6.7,1997.0,en
Praia do Futuro,6.4,2014.0,pt
Another Happy Day,6.2,2011.0,en
A Lonely Place to Die,6.2,2011.0,en
Nothing,5.8,2003.0,en
Географ глобус пропил,7.3,2013.0,ru
1776,7.1,1972.0,en
Inescapable,5.2,2012.0,en
Hell's Angels,6.1,1930.0,en
Purple Violets,5.7,2007.0,en
The Veil,4.5,2016.0,en
The Loved Ones,6.6,2009.0,en
The Helpers,4.1,2012.0,en
How to Fall in Love,5.2,2012.0,en
The Perfect Wave,4.4,2014.0,en
A Man for All Seasons,7.5,1966.0,en
Network,7.7,1976.0,en
Gone with the Wind,7.7,1939.0,en
Desert Dancer,6.5,2014.0,en
Major Dundee,6.2,1965.0,en
Annie Get Your Gun,7.3,1950.0,en
Four Lions,7.0,2010.0,en
Casa de Areia,6.7,2005.0,pt
Defendor,6.5,2009.0,en
The Pirate,6.6,1948.0,en
The Good Heart,6.0,2009.0,en
The History Boys,6.6,2006.0,en
Midnight Cowboy,7.4,1969.0,en
The Full Monty,6.8,1997.0,en
Airplane!,7.1,1980.0,en
Chain of Command,5.3,2015.0,en
Friday,7.0,1995.0,en
Menace II Society,7.2,1993.0,en
Creepshow 2,5.9,1987.0,en
The Ballad of Cable Hogue,6.9,1970.0,en
In Cold Blood,7.4,1967.0,en
The Nun's Story,7.4,1959.0,en
Harper,6.2,1966.0,en
Frenzy,7.1,1972.0,en
The Witch,6.3,2016.0,en
I Got the Hook Up,5.4,1998.0,en
She's the One,5.7,1996.0,en
Gods and Monsters,6.8,1998.0,en
El secreto de sus ojos,7.8,2009.0,es
Train,4.8,2008.0,en
Evil Dead II,7.6,1987.0,en
Pootie Tang,5.4,2001.0,en
Sharknado,3.8,2013.0,en
La otra conquista,5.4,1999.0,es
Trolljegeren,6.7,2010.0,nb
Ira & Abby,5.8,2006.0,en
Winter Passing,6.7,2006.0,en
D.E.B.S.,5.6,2004.0,en
The Masked Saint,2.9,2016.0,en
The Betrayed,5.2,2008.0,en
Taxman,2.0,1999.0,en
The Secret,0.0,2016.0,en
2:13,4.6,2009.0,en
"Batman: The Dark Knight Returns, Part 2",7.9,2013.0,en
Time to Choose,0.0,2015.0,en
In the Name of the King III,3.3,2013.0,en
Wicked Blood,5.3,2014.0,en
Dawn Patrol,5.0,2015.0,en
Lords of London,3.6,2014.0,en
High Anxiety,6.5,1977.0,en
La Marche de l'empereur,6.9,2005.0,fr
Margin Call,6.7,2011.0,en
August,6.2,2011.0,en
Choke,6.0,2008.0,en
Whiplash,8.3,2014.0,en
Cidade de Deus,8.1,2002.0,pt
Human Traffic,6.8,1999.0,en
To Write Love on Her Arms,6.8,2015.0,en
The Dead Girl,6.4,2006.0,en
Jagten,7.9,2012.0,da
A Christmas Story,7.4,1983.0,en
Bella,6.7,2006.0,en
Class of 1984,6.2,1982.0,en
Opposite Sex,4.1,2014.0,en
Dreaming of Joseph Lees,8.0,1999.0,en
Entre les murs,6.8,2008.0,fr
Rosemary's Baby,7.5,1968.0,en
The Man Who Shot Liberty Valance,7.4,1962.0,en
Adam,6.9,2009.0,en
"María, llena eres de gracia",6.9,2004.0,es
Beginners,6.8,2010.0,en
Feast,6.1,2005.0,en
Animal House,7.0,1978.0,en
Goldfinger,7.2,1964.0,en
Antiviral,5.7,2012.0,en
It's a Wonderful Life,8.0,1946.0,en
Trainspotting,7.8,1996.0,en
The Original Kings of Comedy,6.3,2000.0,en
Paranormal Activity 2,5.7,2010.0,en
Waking Ned,7.4,1998.0,en
Bowling for Columbine,7.3,2002.0,en
归来,6.9,2014.0,zh
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,1985.0,en
A Room with a View,6.9,1985.0,en
The Purge,6.0,2013.0,en
Sinister,6.7,2012.0,en
Martin Lawrence Live: Runteldat,5.0,2002.0,en
Cat on a Hot Tin Roof,7.6,1958.0,en
Beneath the Planet of the Apes,6.2,1970.0,en
Air Bud,5.3,1997.0,en
Pokémon 3: The Movie,5.9,2000.0,ja
Friday the 13th Part VI: Jason Lives,5.7,1986.0,en
The Bridge on the River Kwai,7.7,1957.0,en
Spaced Invaders,4.7,1990.0,en
Family Plot,6.7,1976.0,en
The Apartment,8.1,1960.0,en
Jason Goes to Hell: The Final Friday,4.2,1993.0,en
Torn Curtain,6.4,1966.0,en
Dave Chappelle's Block Party,6.4,2005.0,en
Slow West,6.6,2015.0,en
Krush Groove,7.0,1985.0,en
Next Day Air,5.3,2009.0,en
Elmer Gantry,7.3,1960.0,en
Judgment at Nuremberg,7.6,1961.0,en
Trippin',4.5,1999.0,en
Red River,7.3,1948.0,en
Phat Girlz,3.7,2006.0,en
Before Midnight,7.4,2013.0,en
Teen Wolf Too,3.8,1987.0,en
Phantasm II,6.3,1988.0,en
Woman Thou Art Loosed,5.0,2004.0,en
Real Women Have Curves,5.8,2002.0,en
Water,6.8,2005.0,en
East Is East,6.5,1999.0,en
Whipped,3.1,2000.0,en
Kama Sutra - A Tale of Love,5.7,1996.0,en
Please Give,6.0,2010.0,en
Willy Wonka & the Chocolate Factory,7.4,1971.0,en
Warlock: The Armageddon,5.2,1993.0,en
8 Heads in a Duffel Bag,5.4,1997.0,en
Days of Heaven,7.6,1978.0,en
Thirteen Conversations About One Thing,6.4,2001.0,en
Jawbreaker,5.9,1999.0,en
Basquiat,6.6,1996.0,en
Frances Ha,7.2,2013.0,en
Tsotsi,6.9,2005.0,af
Happiness,7.4,1998.0,en
DysFunktional Family,6.1,2003.0,en
Tusk,5.1,2014.0,en
올드보이,8.0,2003.0,ko
Letters to God,6.5,2010.0,en
Hobo with a Shotgun,5.7,2011.0,en
Compadres,5.2,2016.0,es
Freeway,6.5,1996.0,en
Love's Abiding Joy,5.8,2006.0,en
Fish Tank,6.9,2009.0,en
Damsels in Distress,5.6,2012.0,en
Creature,4.0,1998.0,en
Bachelorette,5.3,2012.0,en
Brave New Girl,3.7,2004.0,en
Tim and Eric's Billion Dollar Movie,5.2,2012.0,en
Sommersturm,6.7,2004.0,de
Fort McCoy,6.3,2014.0,en
Chain Letter,3.9,2010.0,en
Just Looking,5.8,1999.0,en
The Divide,5.7,2011.0,en
The Eclipse,6.1,2009.0,en
Demonic,4.9,2015.0,en
My Big Fat Independent Movie,3.0,2005.0,en
The Deported,0.0,2010.0,en
Tanner Hall,5.4,2009.0,en
Open Road,5.2,2013.0,en
They Came Together,5.3,2014.0,en
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,2013.0,en
Never Back Down 2: The Beatdown,5.8,2011.0,en
Point Blank,7.1,1967.0,en
Four Single Fathers,0.0,2009.0,en
Enter the Dangerous Mind,4.8,2013.0,en
Something Wicked,4.6,2014.0,en
AWOL-72,2.8,2015.0,en
Iguana,6.0,1988.0,en
Chicago Overcoat,6.1,2009.0,en
Barry Munday,6.3,2010.0,en
Central do Brasil,7.6,1998.0,pt
Pocketful of Miracles,7.3,1961.0,en
Close Range,4.9,2015.0,en
Boynton Beach Club,6.8,2005.0,en
Amnesiac,4.1,2015.0,en
Freakonomics,6.6,2010.0,en
Haute tension,6.6,2003.0,fr
Griff the Invisible,6.1,2011.0,en
Unnatural,4.3,2015.0,en
Hustle & Flow,6.9,2005.0,en
Some Like It Hot,8.0,1959.0,en
Friday the 13th Part VII: The New Blood,5.3,1988.0,en
The Wizard of Oz,7.4,1939.0,en
Young Frankenstein,7.7,1974.0,en
Diary of the Dead,5.4,2007.0,en
Lage Raho Munna Bhai,7.6,2006.0,en
Ulee's Gold,6.5,1997.0,en
The Black Stallion,7.0,1979.0,en
Sardaarji,9.5,2015.0,en
Rejsen til Saturn,4.9,2008.0,en
Donovan's Reef,6.0,1963.0,en
De jurk,7.0,1996.0,nl
A Guy Named Joe,6.0,1944.0,en
Blazing Saddles,7.2,1974.0,en
Friday the 13th: The Final Chapter,5.9,1984.0,en
Ida,7.1,2013.0,pl
Maurice,7.1,1987.0,en
Beer League,5.3,2006.0,en
Riding Giants,7.6,2004.0,en
Los cronocrímenes,7.0,2007.0,es
疯狂的赛车,7.4,2009.0,zh
Timber Falls,5.2,2007.0,en
Singin' in the Rain,7.8,1952.0,en
"Fat, Sick & Nearly Dead",7.1,2010.0,en
A Haunted House,5.4,2013.0,en
2016: Obama's America,4.6,2012.0,en
That Thing You Do!,6.8,1996.0,en
Halloween III: Season of the Witch,5.0,1982.0,en
Escape from the Planet of the Apes,6.3,1971.0,en
Hud,7.5,1963.0,en
Kevin Hart: Let Me Explain,7.1,2013.0,en
My Own Private Idaho,7.1,1991.0,en
Garden State,7.1,2004.0,en
Before Sunrise,7.7,1995.0,en
Sur le seuil,6.9,2003.0,fr
Jesus' Son,6.7,1999.0,en
Saving Face,6.8,2004.0,en
Brick Lane,5.2,2007.0,en
Robot & Frank,6.8,2012.0,en
My Life Without Me,7.2,2003.0,en
The Spectacular Now,6.8,2013.0,en
Religulous,7.2,2008.0,en
Fuel,7.0,2008.0,en
Valley of the Heart's Delight,7.0,2006.0,en
Eye of the Dolphin,7.1,2007.0,en
8: The Mormon Proposition,5.5,2010.0,en
The Other End of the Line,6.1,2008.0,en
Anatomie,6.1,2000.0,de
Sleep Dealer,6.0,2008.0,en
Super,6.6,2010.0,en
Christmas Mail,5.0,2010.0,en
Stung,4.9,2015.0,de
Antibirth,4.8,2016.0,en
Get on the Bus,7.0,1996.0,en
Thr3e,4.8,2006.0,en
Idiocracy,6.3,2006.0,en
The Rise of the Krays,4.5,2015.0,en
This Is England,7.4,2006.0,en
U.F.O.,3.1,2012.0,en
Bathing Beauty,7.0,1944.0,en
Go for It!,4.6,2011.0,en
"Dancer, Texas Pop. 81",10.0,1998.0,en
Show Boat,6.9,1951.0,en
Redemption Road,4.7,2011.0,en
The Calling,5.6,2014.0,en
The Brave Little Toaster,6.7,1987.0,en
Fantasia,7.2,1940.0,en
8 Days,0.0,2014.0,en
Friday the 13th Part III,5.7,1982.0,en
Friday the 13th: A New Beginning,5.1,1985.0,en
The Last Sin Eater,6.2,2007.0,en
Do You Believe?,6.6,2015.0,en
Impact Point,5.7,2008.0,en
The Valley of Decision,5.8,1945.0,en
Eden,5.6,2015.0,en
Chicken Tikka Masala,3.5,2005.0,en
There's Always Woodstock,5.4,2014.0,en
Jack Brooks: Monster Slayer,5.7,2007.0,en
The Best Years of Our Lives,7.6,1946.0,en
Bully,6.7,2001.0,en
Elling,7.0,2001.0,en
Mi America,0.0,2015.0,en
[REC],7.1,2007.0,es
Lies in Plain Sight,4.5,2010.0,en
Sharkskin,0.0,2015.0,en
Containment,5.1,2015.0,en
The Timber,4.1,2015.0,de
From Russia with Love,6.9,1963.0,en
The Toxic Avenger Part II,5.3,1989.0,en
Sleeper,7.0,1973.0,en
It Follows,6.6,2015.0,en
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,1972.0,en
To Kill a Mockingbird,8.0,1962.0,en
Mad Max 2,7.3,1981.0,en
醉拳二,7.2,1994.0,cn
Boys Don't Cry,7.2,1999.0,en
Silent House,5.2,2011.0,en
Das Leben der Anderen,7.9,2006.0,de
Courageous,6.8,2011.0,en
The Hustler,7.6,1961.0,en
Boom Town,6.5,1940.0,en
Les triplettes de Belleville,7.3,2003.0,fr
Smoke Signals,6.6,1998.0,en
American Splendor,7.1,2003.0,en
Before Sunset,7.6,2004.0,en
Amores perros,7.6,2000.0,es
Thirteen,6.7,2003.0,en
Gentleman's Agreement,6.8,1947.0,en
Winter's Bone,6.8,2010.0,en
Touching the Void,7.6,2003.0,en
Alexander's Ragtime Band,4.8,1938.0,en
Me and You and Everyone We Know,7.0,2005.0,en
Inside Job,7.7,2010.0,en
We Are Your Friends,6.3,2015.0,en
Ghost Dog: The Way of the Samurai,7.2,1999.0,en
Harsh Times,6.3,2005.0,en
Captive,5.6,2015.0,en
Full Frontal,4.8,2002.0,en
Witchboard,5.9,1986.0,en
Shortbus,6.3,2006.0,en
Vals Im Bashir,7.8,2008.0,he
"The Book of Mormon Movie, Volume 1: The Journey",5.0,2003.0,en
No End in Sight,7.2,2007.0,en
The Diary of a Teenage Girl,6.8,2015.0,en
In the Shadow of the Moon,7.6,2007.0,en
Meek's Cutoff,6.5,2010.0,en
Inside Deep Throat,6.8,2005.0,en
Dinner Rush,7.1,2000.0,en
Clockwatchers,5.6,1997.0,en
The Virginity Hit,4.6,2010.0,en
Subway,6.3,1985.0,fr
House of D,6.1,2005.0,en
Teeth,5.2,2007.0,en
Six-String Samurai,5.8,1998.0,en
Hum To Mohabbat Karega,0.0,2000.0,en
It's All Gone Pete Tong,7.1,2004.0,en
Saint John of Las Vegas,5.9,2009.0,en
24 7: Twenty Four Seven,6.3,1997.0,en
Stonewall,5.2,2015.0,en
Roadside Romeo,6.7,2008.0,en
This Thing of Ours,5.0,2005.0,en
The Lost Medallion: The Adventures of Billy Stone,5.6,2013.0,en
The Last Five Years,5.5,2014.0,en
The Missing Person,6.4,2009.0,en
Return of the Living Dead 3,5.9,1993.0,en
London,6.1,2005.0,en
Sherrybaby,6.3,2006.0,en
Circle,6.0,2015.0,en
Eden Lake,6.7,2008.0,en
Plush,5.4,2013.0,en
Lesbian Vampire Killers,5.3,2009.0,en
Jerusalema,6.8,2008.0,en
Freeze Frame,6.9,2004.0,en
Grave Encounters,6.1,2011.0,en
Stitches,5.5,2012.0,en
Nine Dead,5.2,2010.0,en
"To Be Frank, Sinatra at 100",0.0,2015.0,en
Bananas,6.7,1971.0,en
$upercapitalist,3.5,2012.0,en
Rockaway,5.8,2007.0,en
The Lady from Shanghai,7.2,1947.0,en
No Man's Land: The Rise of Reeker,4.4,2008.0,en
Highway,5.6,2002.0,en
Small Apartments,5.7,2012.0,en
Coffee Town,6.7,2013.0,en
The Ghastly Love of Johnny X,6.6,2013.0,en
All Is Bright,5.3,2013.0,en
Die Schlangengrube und das Pendel,6.3,1967.0,de
Straight A's,5.2,2013.0,en
A Funny Thing Happened on the Way to the Forum,6.1,1966.0,en
Slacker Uprising,5.9,2007.0,en
The Legend of Hell's Gate: An American Conspiracy,3.9,2011.0,en
Walking with the Dead,4.2,2015.0,en
The Curse of Downers Grove,4.4,2015.0,en
Shark Lake,4.4,2015.0,en
River's Edge,6.7,1986.0,en
Northfork,6.7,2003.0,en
The Marine 4: Moving Target,5.8,2015.0,en
Buried,6.6,2010.0,en
Submarine,7.4,2011.0,en
The Square,7.8,2013.0,ar
Chacun sa nuit,5.8,2006.0,fr
एबीसीडी,5.6,2013.0,hi
Man on Wire,7.5,2008.0,en
Abandoned,5.8,2015.0,en
Brotherly Love,6.9,2015.0,en
The Last Exorcism,5.6,2010.0,en
Nowhere Boy,7.2,2009.0,en
A Streetcar Named Desire,7.6,1951.0,en
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1964.0,en
El Crimen del Padre Amaro,6.2,2002.0,es
Beasts of the Southern Wild,6.8,2012.0,en
Battle for the Planet of the Apes,5.5,1973.0,en
Songcatcher,5.6,2001.0,en
Higher Ground,5.3,2011.0,en
வாலு,6.7,2015.0,ta
The Greatest Movie Ever Sold,6.4,2011.0,en
Ed and His Dead Mother,5.5,1993.0,en
Travellers and Magicians,6.8,2003.0,en
Hang 'em High,6.7,1968.0,en
Deadline - U.S.A.,6.9,1952.0,en
Sublime,5.3,2007.0,en
A Beginner's Guide to Snuff,0.0,2016.0,en
Independence Daysaster,4.2,2013.0,en
Dysfunctional Friends,5.0,2012.0,en
Lola rennt,7.2,1998.0,de
May,6.3,2002.0,en
Against the Wild,4.9,2013.0,en
La misma luna,7.0,2008.0,es
Conquest of the Planet of the Apes,6.1,1972.0,en
In the Bedroom,6.4,2001.0,en
I Spit on Your Grave,6.3,2010.0,en
"Happy, Texas",5.5,1999.0,en
My Summer of Love,6.0,2004.0,en
Dabba,7.3,2013.0,hi
Yes,5.9,2005.0,en
You Can't Take It With You,7.2,1938.0,en
From Here to Eternity,7.2,1953.0,en
She Wore a Yellow Ribbon,7.1,1949.0,en
Grace Unplugged,6.0,2013.0,en
Foolish,6.3,1999.0,en
N-Secure,4.3,2010.0,en
سكر بنات,6.8,2007.0,ar
Out of the Dark,4.6,2014.0,en
Ha-Buah,7.6,2006.0,he
The Conversation,7.5,1974.0,en
दिल जो भी कहे,0.0,2006.0,hi
La sirène du Mississipi,6.7,1969.0,fr
I Love Your Work,6.5,2003.0,en
Cabin Fever,4.4,2016.0,en
Waitress,6.7,2007.0,en
Bloodsport,6.6,1988.0,en
Mr. Smith Goes to Washington,7.9,1939.0,en
Kids,6.8,1995.0,en
The Squid and the Whale,6.9,2005.0,en
Kissing Jessica Stein,5.9,2001.0,en
Kickboxer: Vengeance,4.5,2016.0,en
Spellbound,7.3,1945.0,en
Exotica,6.5,1994.0,en
Buffalo '66,7.1,1998.0,en
Insidious,6.8,2010.0,en
Repo Man,6.7,1984.0,en
Nueve Reinas,7.4,2000.0,es
The Gatekeepers,6.5,2012.0,en
The Ballad of Jack and Rose,6.5,2005.0,en
The To Do List,5.5,2013.0,en
Killing Zoe,6.1,1993.0,en
The Believer,6.8,2001.0,en
Snow Angels,6.5,2008.0,en
Unsullied,3.0,2015.0,en
Session 9,6.2,2001.0,en
I Want Someone to Eat Cheese With,5.7,2006.0,en
Mooz-lum,4.5,2011.0,en
Hatchet,5.7,2006.0,en
Modern Times,8.1,1936.0,en
Stolen Summer,6.4,2002.0,en
My Name Is Bruce,5.9,2007.0,en
The Salon,3.5,2005.0,en
Road Hard,6.6,2015.0,en
Forty Shades of Blue,6.0,2005.0,en
Amigo,6.0,2010.0,en
Pontypool,6.6,2009.0,en
Trucker,6.8,2008.0,en
Me You and Five Bucks,10.0,2015.0,en
The Lords of Salem,5.1,2012.0,en
Housebound,6.5,2014.0,en
Wal-Mart: The High Cost of Low Price,6.9,2005.0,en
Fetching Cody,6.8,2005.0,en
Last I Heard,6.0,2013.0,en
Closer to the Moon,6.4,2013.0,en
Mutant World,2.6,2014.0,en
Growing Up Smith,7.4,2017.0,en
Checkmate,4.2,2015.0,en
#Horror,3.3,2015.0,de
Wind Walkers,7.5,2016.0,en
Snow White and the Seven Dwarfs,6.9,1937.0,en
La niña santa,6.8,2004.0,es
Shalako,5.4,1968.0,en
Incident at Loch Ness,5.9,2004.0,en
The Dog Lover,5.3,2016.0,en
GirlHouse,5.2,2014.0,en
La chambre bleue,6.2,2014.0,fr
House at the End of the Drive,0.0,2014.0,en
Batman,6.1,1966.0,en
"Lock, Stock and Two Smoking Barrels",7.5,1998.0,en
The Ballad of Gregorio Cortez,0.0,1983.0,en
Festen,7.7,1998.0,da
Trees Lounge,6.7,1996.0,en
Vượt Sóng,5.0,2006.0,vi
The Basket,6.5,2000.0,en
Eddie: The Sleepwalking Cannibal,6.1,2012.0,en
Kurmanjan Datka. Queen of the Mountains,0.0,2014.0,ky
Def-Con 4,2.8,1985.0,en
The Hebrew Hammer,5.9,2003.0,en
Neal 'n' Nikki,2.3,2005.0,en
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,2010.0,en
Forget Me Not,5.0,2009.0,en
Rebecca,7.7,1940.0,en
Friday the 13th Part 2,6.0,1981.0,en
